Observe,Shannon,J,Group,study
81,3.22985418914968,0.734984994812264,CRC,Hale_17
53,2.86601167037433,0.721864218747124,Normal,Hale_17
70,3.27852067424181,0.771689854278932,Normal,Hale_17
49,2.65148596250824,0.681297120474823,Normal,Hale_17
88,3.39484179838842,0.75822792411119,Normal,Hale_17
82,3.41665758314756,0.775329080759721,Normal,Hale_17
73,3.07211217551092,0.716033380026227,Normal,Hale_17
79,3.37212745189293,0.771751389592396,Normal,Hale_17
110,3.51286550446958,0.747341810006131,Normal,Hale_17
66,3.11290756296379,0.742998589296205,Normal,Hale_17
127,3.7601596835745,0.776220987435772,Normal,Hale_17
74,3.0502283836273,0.708685467708982,Normal,Hale_17
97,3.53837871605721,0.773464975751275,Normal,Hale_17
124,3.89219686961421,0.807462555172472,Normal,Hale_17
88,3.38988333328621,0.757120465524162,Normal,Hale_17
67,3.09160366614868,0.73527459579114,Normal,Hale_17
93,3.36138763912582,0.74160261549766,Normal,Hale_17
62,3.03737967512695,0.735953664637884,Normal,Hale_17
66,2.97897515261242,0.711031179426392,Normal,Hale_17
82,2.93904964168747,0.666947331285529,Normal,Hale_17
68,2.94043902481153,0.696867793653859,CRC,Hale_17
90,3.50681774565005,0.77932579432691,Normal,Hale_17
76,3.13243395873999,0.723303355946845,Normal,Hale_17
76,3.12955549032392,0.722638695209297,CRC,Hale_17
91,3.51502893369775,0.779237067485604,Normal,Hale_17
61,2.94981891945538,0.717564930698398,Normal,Hale_17
77,3.25370969642971,0.749045912613926,Normal,Hale_17
76,3.32293721858664,0.767292039820429,Normal,Hale_17
107,3.78638996747476,0.810299307252665,Normal,Hale_17
62,3.14128133726986,0.761128920020746,CRC,Hale_17
71,2.91369428494314,0.683535796491833,Normal,Hale_17
81,3.61219029429145,0.821989324976205,Normal,Hale_17
102,3.56909008199388,0.77169968907545,Normal,Hale_17
59,3.05712988437384,0.749749064583827,CRC,Hale_17
73,3.09534668357386,0.72144876930601,Normal,Hale_17
71,3.18702603593743,0.747657841514836,Normal,Hale_17
72,3.06516466111312,0.716718251042316,Normal,Hale_17
70,2.79329699722183,0.657479139808196,Normal,Hale_17
75,3.24138354240307,0.750756795888007,Normal,Hale_17
87,3.40226296779963,0.761830041596245,Normal,Hale_17
118,3.90032366484041,0.817560575024861,Normal,Hale_17
103,3.76233849581695,0.811770980648878,Normal,Hale_17
94,3.58814278886762,0.789766669525865,Normal,Hale_17
50,2.9047653174294,0.742522555056266,Normal,Hale_17
85,3.34846430069622,0.753708564408338,Normal,Hale_17
90,3.74436374259154,0.832116026435562,Normal,Hale_17
50,2.98218571069276,0.762312927749867,Normal,Hale_17
68,3.2995947845765,0.781985723246542,Normal,Hale_17
105,3.76463548152928,0.808910089103329,Normal,Hale_17
92,3.24051385893084,0.716644266690954,CRC,Hale_17
70,3.04126008183074,0.715844059734364,CRC,Hale_17
89,3.46552293252681,0.772065867463801,CRC,Hale_17
87,3.27192254190947,0.73264439280385,Normal,Hale_17
83,3.56832426235996,0.807525000124244,Normal,Hale_17
48,2.49527156459414,0.644572978143788,Normal,Hale_17
64,2.82184590462767,0.678510515459862,Normal,Hale_17
79,2.91464145764886,0.667050290119204,Normal,Hale_17
114,3.70142336207971,0.781517793734856,Normal,Hale_17
92,3.73797622194573,0.826658778545805,Normal,Hale_17
85,3.40685632741823,0.766852073396739,Normal,Hale_17
70,3.22565853834627,0.759247299236776,Normal,Hale_17
119,3.76844324422894,0.788521838713866,Normal,Hale_17
61,2.95042237578956,0.71771172584564,Normal,Hale_17
87,3.37206320631842,0.755067752565922,Normal,Hale_17
81,3.23874903185812,0.737009103499239,Normal,Hale_17
84,3.39374367278881,0.765940869790592,Normal,Hale_17
49,2.81329103750537,0.722872800388844,Normal,Hale_17
79,3.35353531656537,0.767496358761198,Normal,Hale_17
99,3.79924636033604,0.82680027599819,Normal,Hale_17
90,3.41389917469806,0.758676349626027,Normal,Hale_17
72,3.11066504491833,0.727357469194723,Normal,Hale_17
97,3.73248146722095,0.815894487052826,Normal,Hale_17
103,3.77723680897762,0.814985475649233,Normal,Hale_17
69,3.00374072765858,0.70941548692675,Normal,Hale_17
56,2.8061188436857,0.697111472307955,Normal,Hale_17
88,3.38233376987899,0.755434292756725,Normal,Hale_17
65,2.92037768801464,0.699594335455046,Normal,Hale_17
68,3.12399145505042,0.740368704912707,Normal,Hale_17
61,3.05322624123034,0.742719514660744,Normal,Hale_17
70,2.80236307948287,0.65961309118263,Normal,Hale_17
73,3.25502075335185,0.758664846504319,Normal,Hale_17
97,3.63456174467163,0.794489916794849,Normal,Hale_17
72,2.9657124764801,0.693463645266381,Normal,Hale_17
89,3.61500324360959,0.805367810140816,Normal,Hale_17
69,3.11311376001973,0.73524691847964,Normal,Hale_17
93,3.60742410701043,0.795884152672137,Normal,Hale_17
88,3.17891872982473,0.710002142243391,Normal,Hale_17
75,3.04782914930051,0.705926471400087,Normal,Hale_17
58,2.92825222165317,0.721165698926804,Normal,Hale_17
86,3.36454500763986,0.755339623039663,Normal,Hale_17
58,3.03015581173739,0.746262366906023,Normal,Hale_17
96,3.67600139564979,0.805372693196669,Normal,Hale_17
35,1.53333795906924,0.431276469293668,Normal,Hale_17
68,3.10383236755437,0.735591112618866,Normal,Hale_17
107,3.77827608493764,0.808562910987243,Normal,Hale_17
73,3.16666375675006,0.738071015514009,Normal,Hale_17
80,3.44587825487778,0.7863663419139,Normal,Hale_17
84,3.53386932790256,0.797566112150044,Normal,Hale_17
89,3.40630675876047,0.758873403452761,Normal,Hale_17
92,3.20450571948382,0.708681015240017,CRC,Hale_17
85,3.39168023064685,0.763436073378911,Normal,Hale_17
70,2.95681114646317,0.695966684203436,Normal,Hale_17
90,3.37613167611586,0.750283217171731,Normal,Hale_17
86,3.53522437154508,0.793657103144721,Normal,Hale_17
42,1.15853791777838,0.309962633431061,CRC,Hale_17
40,2.81529974404975,0.763185617494237,Normal,Hale_17
110,3.66271659503013,0.779221762457603,Normal,Hale_17
90,3.69499135437793,0.821143920539806,Normal,Hale_17
77,3.24199072413204,0.746348054132809,Normal,Hale_17
67,2.81432622057136,0.669329835810686,Normal,Hale_17
24,1.63744410652841,0.515234855650363,Normal,Hale_17
91,3.40515124996575,0.754878586895984,Normal,Hale_17
93,3.50219415501753,0.772667905096797,Normal,Hale_17
81,3.55344052590893,0.808620239041951,Normal,Hale_17
89,3.3314040886122,0.742186226328466,Normal,Hale_17
71,3.13910616697565,0.736416117917462,Normal,Hale_17
107,3.69829941288459,0.791447652781501,Normal,Hale_17
44,2.43298614397352,0.642934519498255,CRC,Hale_17
